"","x"
"692",0.478312866157259
"693",0.463834575660591
"694",-0.968424902036308
"695",-0.567134339042156
"696",-0.139533871333561
"697",0.478370852258515
"698",0.477893944875173
"699",-0.55257845639358
"700",-0.420966411277116
"701",0.56319739206271
"702",0.820022007679439
"703",0.826392590036944
"704",0.469989051395583
"705",-0.521697127520383
"706",0.477180737847972
"707",-1.20845995420657
"708",0.466366373819516
"709",-0.459590020262161
"710",0.489817064329926
"711",-0.518873072047422
"712",-0.554059686525252
"713",-0.954410145593191
"714",0.435785366038373
"715",-0.436573621805671
"716",-0.545775567447598
"717",0.793826704015974
"718",-0.545080466014489
"719",-0.502258413440619
"720",-0.955708726748587
"721",0.477180737847972
"722",0.465199319289762
"723",0.326245320525143
"724",-0.551771747249326
"725",-0.140983281770719
"726",0.473536553691669
"727",-1.134033015841
"728",-0.549922715061336
"729",0.46773618066558
"730",0.516336248199798
"731",1.02921361146145
"732",1.12163989705159
"733",0.753759347898209
"734",0.59692203965088
"735",-0.395010032065118
"736",-1.04812050026609
"737",-0.908146280356221
"738",0.542060017180809
"739",-0.916482515874684
"740",0.824793554863867
"741",-0.988225614184465
"742",-0.125460382710793
"743",-0.509930764593702
"744",-0.904042658996626
"745",0.503541885984091
"746",0.572441411599972
"747",-0.553627341326506
"748",0.576090529175889
"749",0.49962663708782
"750",0.557707311414466
"751",-0.396902289804232
"752",-0.947000824019843
"753",-1.1648575753905
"754",-0.450553693243146
"755",0.472686794706859
"756",-1.20460156106594
"757",0.965827303082592
"758",-0.441064210786182
"759",0.472348589748792
"760",0.483391866614841
"761",-0.888245609869937
"762",0.79870297418966
"763",0.464645164161902
"764",-1.14910240434558
"765",-0.530276756693583
"766",-0.512130617101104
"767",-0.365203312848011
"768",0.563004222173676
"769",0.497401549957559
"770",0.465519803348781
"771",0.477180737847972
"772",0.559695186028895
"773",-1.14805086886288
"774",0.506499359555855
"775",0.514463159959888
"776",-0.903991147309003
"777",-1.04009059721598
"778",0.492366426839129
"779",0.482514183552977
"780",-1.18710875684237
"781",-0.925438164713539
"782",0.493681470388222
"783",0.829473304583409
"784",-0.554087095403979
"785",0.574213265552038
"786",-0.554059686525252
"787",0.482799747779266
"788",-0.994702876610258
"789",0.570847770631798
"790",1.02885380102863
"791",-0.940369635409689
"792",0.753759347898209
"793",-1.1648575753905
"794",-0.510726297446508
"795",0.835306986006337
"796",-0.969726568634857
"797",-0.467056092115701
"798",0.46773618066558
"799",-0.407246014234724
"800",-0.525489335461467
"801",0.49962663708782
"802",-0.926633773753455
"803",1.08758263953601
"804",0.598567655081555
"805",0.485528079581596
"806",0.807183241328611
"807",1.10054718359714
"808",0.416105035124673
"809",0.823564043122505
"810",0.467720815741483
"811",0.758817233223623
"812",0.568588302377668
"813",-0.898427888352266
"814",0.473021223535374
"815",0.477327144858536
"816",-0.5420273011283
"817",-1.22392056283651
"818",0.748521409280868
"819",0.559919511717082
"820",0.800627178539688
"821",-0.382619378198787
"822",-0.394255718174354
"823",0.500773709824656
"824",0.520773437632386
"825",0.470845365895496
"826",-0.936605820824663
"827",-0.405196578828313
"828",-0.496069783665657
"829",0.59630469107391
"830",-0.365203312848011
"831",0.477548522939857
"832",-0.0917877582786202
"833",0.457789304880547
"834",-0.51509563719984
"835",-0.956368520262152
"836",0.338003826038613
"837",0.821219248881779
"838",-0.985161671223784
"839",0.807183241328611
"840",0.59692203965088
"841",0.469989051395583
"842",-0.391947971191254
"843",0.514574439292533
"844",-0.393693408693235
"845",-0.525489335461467
"846",0.50736804678853
"847",0.798299909331395
"848",0.446838859543646
"849",-0.134160345431628
"850",0.493398310856531
"851",-0.440244978080587
"852",0.972939438031918
"853",-0.46148816486704
"854",0.505155994502987
"855",-0.421034166303982
"856",-0.396902289804232
"857",0.823374818716554
"858",0.487502634902057
"859",1.03761960199434
"860",-0.514288868252349
"861",0.460520613998791
"862",-0.518873072047422
"863",-0.960346008298439
"864",0.804819567454911
"865",-0.410727376221749
"866",-0.382153374566071
"867",-1.0560998270058
"868",0.591657066099915
"869",0.437915451865284
"870",0.288950756588821
"871",0.566430367105403
"872",-0.450151209344323
"873",-0.438496109165433
"874",-0.954410145593191
"875",-0.388432837798735
"876",-1.13330427838812
"877",0.616152680845941
"878",-0.919296271629618
"879",-0.534713767108752
"880",0.564628326194721
"881",0.440929954658568
"882",0.494784619362971
"883",-0.513225035514019
"884",-0.410714481661518
"885",0.433263289103701
"886",-0.911757753245017
"887",0.468859755527484
"888",-0.447161049899798
"889",0.527168967258572
"890",0.573114860640093
"891",0.544814599177931
"892",-0.950363226443405
"893",-0.395010032065118
"894",-0.430054488104361
"895",-0.253416643409012
"896",0.505726468703739
"897",0.52784823132646
"898",0.902196980946538
"899",0.511923825977689
"900",0.524705850479766
"901",0.458883475029375
"902",0.493273185669014
"903",-0.465889681810422
"904",0.888177645330622
"905",0.477180737847972
"906",0.531478107557981
"907",-0.50906011464454
"908",-0.419708327046424
"909",0.798243587915584
"910",-0.91134342488938
"911",0.598567655081555
"912",-1.15666763402096
"913",0.753759347898209
"914",0.579687835179562
"915",-0.437716710612401
"916",0.576804895589255
"917",0.87811701009068
"918",0.475282942127639
"919",-0.931330774825844
"920",-0.443042800489587
"921",0.489822257145528
"922",-0.419846199808323
"923",0.589462967620427
"924",-0.915243375884413
"925",0.577894421236011
"926",0.581914607524894
"927",0.577894421236011
"928",-0.514707370962677
"929",-0.374844551656556
"930",-0.525489335461467
"931",-0.505225429056095
"932",-0.542011606195983
"933",0.489851233996418
"934",-0.511524439471293
"935",0.574213265552038
"936",0.577673118663366
"937",-0.502258413440619
"938",-1.15909393530529
"939",-0.458393524148663
"940",0.793693894787951
"941",0.568991399509923
"942",-0.550625942260154
"943",-0.548181074817597
"944",-0.510726297446508
"945",0.531478107557981
"946",0.495476104814678
"947",0.570847770631798
"948",-0.410714481661518
"949",0.757695991946293
"950",-0.434177626787955
"951",-0.924509987592001
"952",-0.362118923008337
"953",0.598567655081555
"954",-0.509833197721059
"955",-0.458073503896696
"956",1.08976735294925
"957",0.804666923991975
"958",0.812343268414273
"959",-0.973916400448873
"960",-1.15861073150619
"961",0.503919876934215
"962",0.514463159959888
"963",-0.495465823548077
"964",0.579902226773342
"965",-0.507662978281996
"966",0.537142186299547
"967",0.473021223535374
"968",0.516515751933865
"969",-0.465407651099787
"970",-1.15237087335672
"971",-1.15066940236952
"972",-0.51224515594969
"973",0.973088609378081
"974",0.802386358003038
"975",-0.455618084184276
"976",-0.475335519084081
"977",-1.13509683968755
"978",-0.458393524148663
"979",0.59692203965088
"980",0.536812088374403
"981",0.480110796913775
"982",-0.494189709743892
"983",-0.950363226443405
"984",-0.4027567266713
"985",-0.418820669397888
"986",-1.1545053107829
"987",0.839870782404765
"988",1.03724100967151
"989",-0.423763045525874
"990",0.547796645469922
"991",-0.443896936433524
"992",0.902196980946538
"993",0.550959240715139
"994",-0.553628591763413
"995",-0.554582121051451
"996",0.565330693712989
"997",0.458883475029375
"998",0.469624079311593
"999",-0.515175174860091
"1000",0.50949947568212
"1001",-0.947000824019843
"1002",0.598567655081555
"1003",-0.561369499726895
"1004",0.812801939274619
"1005",0.462657779489234
"1006",-0.956660619400747
"1007",0.487744660479577
"1008",0.576804895589255
"1009",-1.1537499061528
"1010",-0.443586500920601
"1011",0.519149252264172
"1012",-1.18210489273326
"1013",0.52502576581939
"1014",-0.931878837240225
"1015",0.487744660479577
"1016",0.542641702644315
"1017",0.570847770631798
"1018",0.46773618066558
"1019",-0.49342969707458
"1020",0.46773618066558
"1021",0.568333704592987
"1022",0.881322766787897
"1023",-0.972601126733787
"1024",0.573114860640093
"1025",-0.140325583036654
"1026",-0.396235943403874
"1027",-0.55439820104009
"1028",0.870387127585418
"1029",0.462657779489234
"1030",0.789320317745965
"1031",-0.42641593809737
"1032",-0.502961862315321
"1033",-0.950363226443405
"1034",0.800627178539688
"1035",0.547314398946096
"1036",0.54039748982538
"1037",0.812801939274619
"1038",-0.929331735853543
"1039",0.506162963293412
"1040",0.793826704015974
"1041",-0.494189709743892
"1042",-0.528012061059397
"1043",0.468713263993044
"1044",-0.988225614184465
"1045",0.49962663708782
"1046",0.529554211326257
"1047",-1.2398296375934
"1048",0.444565546177103
"1049",-0.514707370962677
"1050",0.51772055510128
"1051",-1.13682254356771
"1052",0.495476104814678
"1053",-0.530480031509173
"1054",-1.19871779610086
"1055",-0.418135006758525
"1056",0.530887031758836
"1057",0.471935793994463
"1058",0.494845732941684
"1059",-0.529325257384367
"1060",0.472686794706859
"1061",0.491499195402263
"1062",-0.485156946211553
"1063",0.517103183844885
"1064",1.14014821392431
"1065",-0.947000824019843
"1066",0.497956094184444
"1067",-1.17165848993114
"1068",-1.15207536224515
"1069",-0.508499414907738
"1070",-0.538930143397931
"1071",-1.15510246647413
"1072",0.49962663708782
"1073",-0.388432837798735
"1074",0.514097113453441
"1075",0.555021477708012
"1076",-0.449396817304177
"1077",-1.13658488919573
"1078",-0.40022472870196
"1079",0.470053787884102
"1080",0.791967331585646
"1081",-0.415410802443637
"1082",0.481157194382384
"1083",0.875293192103465
"1084",1.03091316327866
"1085",-0.419201468068625
"1086",-0.388432837798735
"1087",-0.966800401749428
"1088",0.5269060359541
"1089",-0.550773487485042
"1090",0.495476104814678
"1091",0.505155994502987
"1092",-0.0146910597842158
"1093",0.540445526976416
"1094",-0.706512666014814
"1095",0.813383447334777
"1096",-0.549709526763501
"1097",0.54039748982538
"1098",-0.912699042182409
"1099",-0.470585404014874
"1100",-1.04511580511891
"1101",-0.50124971082989
"1102",-0.430346053873238
"1103",-0.950363226443405
"1104",-0.519042775405822
"1105",-0.212989564109556
"1106",0.458883475029375
"1107",0.539303654555609
"1108",0.480324227815587
"1109",-1.0177497381897
"1110",-0.435248094948152
"1111",-0.533610334174427
"1112",-0.435042727977459
"1113",0.550959240715139
"1114",-0.525489335461467
"1115",0.443781001307655
"1116",0.53224762731195
"1117",0.478312866157259
"1118",1.08346719057359
"1119",-0.978032833984962
"1120",-1.16175683141555
"1121",-0.403124207584021
"1122",0.564997754026393
"1123",0.827148230570429
"1124",-0.5420273011283
"1125",0.619277687635581
"1126",-0.549642292385599
"1127",0.586775872670684
"1128",0.514463159959888
"1129",-0.362118923008337
"1130",-0.395010032065118
"1131",-0.521628447373882
"1132",-0.50674818306273
"1133",0.574213265552038
"1134",0.902196980946538
"1135",0.798371736326595
"1136",0.48598430648146
"1137",0.541570309708445
"1138",-0.410714481661518
"1139",0.567554286639713
"1140",0.509420847380801
"1141",0.531478107557981
"1142",-0.526025772553985
"1143",0.477616514421872
"1144",0.472686794706859
"1145",0.497349962899636
"1146",-0.470199038446345
"1147",-0.943496917294913
"1148",-0.537621014409948
"1149",-0.51593481941607
"1150",0.841798087739254
"1151",0.841798087739254
"1152",-0.933386509144013
"1153",-0.403278788910573
"1154",0.456604095548954
"1155",-0.440244978080587
"1156",1.04138918171305
"1157",-0.494189709743892
"1158",0.567554286639713
"1159",0.426778957142221
"1160",-0.518873072047422
"1161",0.810991062883725
"1162",0.812987319381685
"1163",0.619277687635581
"1164",1.04587475788989
"1165",1.07630043326501
"1166",0.514109999911263
"1167",-1.14910240434558
"1168",-0.571930280102356
"1169",-0.12399804558253
"1170",0.547091396402222
"1171",0.563570973886873
"1172",-0.460647101593635
"1173",1.12808652376261
"1174",0.883791246731412
"1175",0.827623687285756
"1176",-0.938485314796091
"1177",0.819450502494295
"1178",0.508165017254876
"1179",0.88430718828372
"1180",0.489719823131508
"1181",-0.407766872115502
"1182",0.459195525745016
"1183",-0.531954170917775
"1184",0.56319739206271
"1185",-0.390652982128177
"1186",-0.94948185179982
"1187",0.579687835179562
"1188",0.559270773556814
"1189",0.534804700292115
"1190",-0.435248094948152
"1191",-0.517452382252987
"1192",0.804847316165948
"1193",0.529079882593963
"1194",-0.524607993999152
"1195",-0.535812887993068
"1196",0.524919072241252
"1197",-0.434422396227645
"1198",0.539393448750216
"1199",-0.538930143397931
