,0
0,-1.821150541305542
1,-1.445584774017334
2,0.29597795009613037
3,-1.7615852355957031
4,0.6905462741851807
5,0.6412414312362671
6,-1.1243683099746704
7,-2.693179130554199
8,3.521329402923584
9,3.7824461460113525
10,-3.1177687644958496
11,-0.8985729217529297
12,1.4481136798858643
13,-1.7635183334350586
14,-2.408397674560547
15,-1.1162630319595337
16,5.2316389083862305
17,0.4265746772289276
18,-0.8098301291465759
19,-0.07197749614715576
20,0.4034990072250366
21,-3.2393875122070312
22,-2.9999189376831055
23,3.343435764312744
24,-2.5904765129089355
25,-1.9501646757125854
26,-0.3339225649833679
27,-1.4837663173675537
28,-3.9499645233154297
29,3.15248703956604
30,-1.2309956550598145
31,2.0218422412872314
32,-1.5337636470794678
33,1.216875672340393
34,0.031170785427093506
35,-2.7738850116729736
36,0.3452564477920532
37,-0.732183575630188
38,-1.7208789587020874
39,0.01996980607509613
40,3.056161403656006
41,0.3830608129501343
42,-2.919574499130249
43,-0.3395734429359436
44,-1.150904893875122
45,-0.8795956373214722
46,1.6195448637008667
47,2.270577907562256
48,0.7490929961204529
49,-0.593429446220398
50,-2.4084792137145996
51,4.11128044128418
52,-0.48471367359161377
53,-0.36056646704673767
54,-0.9295794367790222
55,2.5187721252441406
56,1.1047327518463135
57,0.30618447065353394
58,0.07654785364866257
59,-0.25919586420059204
60,2.9920144081115723
61,1.1807317733764648
62,-4.669902801513672
63,0.49881604313850403
64,-0.1028367206454277
65,1.7146422863006592
66,1.0353248119354248
67,-4.615556240081787
68,1.121635913848877
69,2.5616278648376465
70,-0.4013162851333618
71,0.727553129196167
72,1.4917848110198975
73,-0.4044402837753296
74,-3.3053863048553467
75,-0.9509801864624023
76,-4.280406475067139
77,0.5449328422546387
78,1.9518892765045166
79,0.04724778234958649
80,0.04498692601919174
81,-1.1370619535446167
82,4.059886932373047
83,-2.3933215141296387
84,-0.5067917704582214
85,1.5068340301513672
86,-0.47769472002983093
87,-0.4532347321510315
88,-3.250905990600586
89,-1.0430920124053955
90,0.39821451902389526
91,0.5165542364120483
92,4.414272308349609
93,0.4026309847831726
94,0.6759289503097534
95,-1.0501676797866821
96,-0.11271044611930847
97,-4.659265041351318
98,0.4504944384098053
99,-2.018354892730713
100,3.4324088096618652
101,-1.3151805400848389
102,2.5420565605163574
103,2.7312841415405273
104,-1.2116944789886475
105,-0.6475147008895874
106,1.6948367357254028
107,2.173227071762085
108,-3.280806541442871
109,0.08073064684867859
110,-1.468247652053833
111,0.3554649353027344
112,-0.30007636547088623
113,3.537112236022949
114,-2.7833759784698486
115,-4.881389617919922
116,-1.586570382118225
117,1.743767499923706
118,-1.1278423070907593
119,1.2340245246887207
120,0.6910483837127686
121,1.1647177934646606
122,1.2420318126678467
123,-1.6895582675933838
124,-1.0970489978790283
125,-1.4313725233078003
126,0.21066857874393463
127,-2.046107053756714
128,1.9268779754638672
129,3.0865702629089355
130,-0.42934876680374146
131,0.07847893238067627
132,0.18247821927070618
133,0.03309338539838791
134,4.480045795440674
135,3.105313777923584
136,-2.469336986541748
137,1.8837534189224243
138,0.438348650932312
139,-1.2132185697555542
140,-0.733340322971344
141,0.4960147738456726
142,-1.3413646221160889
143,-0.016983970999717712
144,1.0599967241287231
145,-1.8115506172180176
146,0.32313573360443115
147,-3.3578763008117676
148,0.6252154111862183
149,0.25412893295288086
150,-0.9683451652526855
151,-2.5508289337158203
152,-0.45987221598625183
153,1.5502266883850098
154,0.7056244611740112
155,-0.026029303669929504
156,-1.7078537940979004
157,-0.42409196496009827
158,3.297015905380249
159,1.0226106643676758
160,0.042512014508247375
161,-0.5323205590248108
162,3.002134323120117
163,0.7594252228736877
